keyword_a,keyword_b,weight
"lactation","sensitivity and specificity",4
"milk/chemistry","postpartum period",1
"postpartum period","sensitivity and specificity",1
"environmental monitoring/methods","groundwater",2
"environmental monitoring/methods","water pollutants, chemical/analysis",3
"groundwater","machine learning",2
"groundwater","nitrates/analysis",2
"machine learning","water pollutants, chemical/analysis",2
"nitrates/analysis","water pollutants, chemical/analysis",3
"cattle","lipid metabolism",2
"dairy cow","gene expression regulation",1
"dairy cow","lipid metabolism",1
"gene expression regulation","lipid metabolism",1
"gene expression regulation","milk/chemistry",1
"lipid metabolism","milk/chemistry",1
"buffalo","extensive farming",1
"dry matter intake","rumination",1
"agriculture","plant breeding",1
"adult","goats/physiology",1
"adult","heart rate",1
"animal welfare","heart rate",1
"goats/physiology","heart rate",1
"goats/physiology","young adult",1
"heart rate","young adult",1
"animal feed/analysis","feces/microbiology",2
"cattle/metabolism","fatty acids, volatile/metabolism",1
"cattle/metabolism","feces/microbiology",1
"cattle/metabolism","gastrointestinal microbiome",1
"diet/veterinary","feces/microbiology",2
"fatty acids, volatile/metabolism","feces/microbiology",1
"fatty acids, volatile/metabolism","gastrointestinal microbiome",1
"feces/microbiology","fermentation",1
"feces/microbiology","gastrointestinal microbiome",1
"feces/microbiology","lactation",1
"goat","plf",1
"goat","technology",1
"goat","welfare",1
"sheep","technology",2
"sheep","welfare",1
"technology","welfare",2
"anaerobic digestion","cold stress",1
"anaerobic digestion","greenhouse gas emissions",1
"biogas","cold stress",1
"biogas","greenhouse gas emissions",1
"cold stress","greenhouse gas emissions",1
"agriculture","conservation of natural resources/methods",4
"agriculture","environmental monitoring",5
"agriculture","tropical climate",2
"conservation of natural resources/methods","satellite imagery",2
"conservation of natural resources/methods","tropical climate",1
"environmental monitoring","forests",3
"environmental monitoring","satellite imagery",1
"environmental monitoring","tropical climate",1
"forests","satellite imagery",4
"satellite imagery","tropical climate",1
"agriculture","kenya",2
"cattle","climate",2
"cattle","environmental monitoring",3
"cattle","kenya",1
"cattle","rivers",1
"climate","environmental monitoring",1
"climate","kenya",1
"climate","rivers",2
"environmental monitoring","kenya",2
"environmental monitoring","rivers",1
"kenya","rivers",1
"dairy","goats",1
"dairy","mexico",1
"dairy","production",1
"dairy","welfare",1
"goats","mexico",1
"goats","production",1
"goats","sustainability",1
"goats","welfare",1
"meat","mexico",1
"meat","production",2
"meat","welfare",1
"mexico","production",1
"mexico","sustainability",1
"mexico","welfare",1
"production","sustainability",1
"production","welfare",3
"sustainability","welfare",2
"animals","cold stress",1
"cold stress","energy metabolism",1
"cold stress","signal transduction",1
"energy metabolism","signal transduction",1
"animal husbandry/methods","models, theoretical",6
"animal nutritional physiological phenomena","food supply",1
"animal nutritional physiological phenomena","sustainable development",1
"food supply","models, theoretical",3
"models, theoretical","sustainable development",2
"animal husbandry/methods","breeding",7
"animal husbandry/methods","breeding/methods",5
"animal husbandry/methods","chickens/genetics",2
"animal husbandry/methods","disease resistance",2
"animal husbandry/methods","disease resistance/genetics",1
"breeding","breeding/methods",3
"breeding","disease resistance",1
"breeding","poultry",2
"breeding/methods","chickens/genetics",1
"breeding/methods","disease resistance/genetics",1
"breeding/methods","poultry",1
"chickens/genetics","disease resistance",1
"chickens/genetics","disease resistance/genetics",1
"disease resistance","disease resistance/genetics",1
"disease resistance","poultry",2
"disease resistance/genetics","poultry",1
"animal welfare","biomarkers",3
"animal welfare","stress",1
"biomarkers","dairying",2
"biomarkers","stress",1
"cattle/physiology","stress",1
"dairying","stress",1
"attitude","farmers",1
"animal welfare","antioxidants",1
"animal welfare","feed",2
"antioxidants","feed",1
"antioxidants","sustainability",1
"feed","sustainability",2
"animal behaviour","disease resistance",1
"animal behaviour","genetic selection",1
"animal behaviour","resilience",1
"animal behaviour","robustness",1
"animal welfare","disease resistance",2
"animal welfare","genetic selection",2
"animal welfare","robustness",2
"disease resistance","genetic selection",2
"disease resistance","resilience",1
"disease resistance","robustness",2
"genetic selection","resilience",1
"genetic selection","robustness",2
"resilience","robustness",2
"animals","multiomics",4
"genomics/methods","multiomics",2
"genomics/methods","swine",1
"genomics/methods","transcriptome",1
"livestock/genetics","multiomics",1
"livestock/genetics","swine",1
"livestock/genetics","transcriptome",1
"multiomics","swine",1
"multiomics","transcriptome",3
"swine","transcriptome",1
"meat","small ruminants",1
"big data","cattle",1
"big data","dairy cow",1
"big data","eating",1
"big data","milk",1
"eating","farms",2
"milk composition","milk quality",1
"ai","digital livestock transformation",3
"ai","lactation/physiology",1
"ai","logistic models",1
"ai","milk production",1
"ai","milk/metabolism",1
"ai","plant breeding",1
"lactation/physiology","logistic models",1
"lactation/physiology","plant breeding",1
"logistic models","milk/metabolism",1
"logistic models","plant breeding",1
"milk production","plant breeding",1
"milk/metabolism","plant breeding",1
"behavior","heat stress",4
"ammonia","housing, animal/standards",1
"ammonia","humidity",2
"ammonia/analysis","housing, animal/standards",1
"ammonia/analysis","humidity",1
"broiler","housing, animal/standards",1
"broiler","humidity",2
"broiler","manure",1
"chickens","humidity",3
"housing, animal/standards","humidity",1
"housing, animal/standards","manure",1
"housing, animal/standards","temperature",1
"humidity","manure",1
"adult","age factors",1
"adult","animal husbandry/methods",1
"adult","ethiopia",1
"age factors","animal husbandry/methods",2
"age factors","ethiopia",1
"age factors","middle aged",1
"age factors","young adult",1
"animal husbandry/methods","ethiopia",1
"animal husbandry/methods","middle aged",1
"animal husbandry/methods","young adult",1
"ethiopia","middle aged",1
"ethiopia","young adult",1
"cattle/genetics","dairy",1
"cattle/genetics","farms/economics",1
"cattle/genetics","technology",1
"dairy","dairying/economics",1
"dairy","farms/economics",1
"dairy","management",1
"farms/economics","management",1
"management","technology",1
"environmental sustainability","typology",1
"animal welfare","european union",1
"animal welfare","food quality",1
"animal welfare","organic",1
"animal welfare","organic agriculture",2
"animal welfare","supply chain",1
"animals","food quality",4
"animals","supply chain",1
"dairy","european union",1
"dairy","food quality",1
"dairy","innovation",2
"dairy","organic",1
"dairy","organic agriculture",1
"dairy","supply chain",1
"dairying/methods","european union",1
"dairying/methods","food quality",2
"dairying/methods","organic",1
"dairying/methods","organic agriculture",1
"dairying/methods","supply chain",1
"europe","european union",1
"europe","food quality",1
"europe","innovation",1
"europe","organic",1
"europe","organic agriculture",1
"europe","supply chain",2
"european union","food quality",1
"european union","innovation",1
"european union","organic",1
"european union","organic agriculture",1
"european union","supply chain",1
"food quality","innovation",1
"food quality","organic",1
"food quality","organic agriculture",1
"food quality","supply chain",1
"innovation","organic",1
"innovation","organic agriculture",1
"innovation","supply chain",1
"organic","organic agriculture",1
"organic","supply chain",1
"organic agriculture","supply chain",1
"diagnosis","infrared thermography",1
"diagnosis","mastitis",1
"diagnosis","ruminants",2
"infrared thermography","ruminants",1
"mastitis","ruminants",1
"agriculture/methods","animal feed",1
"agriculture/methods","poaceae",1
"animal feed","animal husbandry/methods",2
"animal feed","conservation of natural resources",1
"animal feed","crops, agricultural/growth & development",1
"animal feed","ecosystem",1
"animal feed","environmental pollution/prevention & control",1
"animal feed","fertilizers",1
"animal feed","manure",1
"animal feed","nutrient management",1
"animal feed","poaceae",2
"animal husbandry/methods","crops, agricultural/growth & development",1
"animal husbandry/methods","ecosystem",1
"animal husbandry/methods","fertilizers",1
"animal husbandry/methods","manure",1
"animal husbandry/methods","poaceae",1
"animals","crops, agricultural/growth & development",3
"conservation of natural resources","crops, agricultural/growth & development",3
"conservation of natural resources","fertilizers",1
"conservation of natural resources","manure",1
"crops, agricultural/growth & development","ecosystem",3
"crops, agricultural/growth & development","environmental pollution/prevention & control",1
"crops, agricultural/growth & development","nitrogen/metabolism",1
"crops, agricultural/growth & development","poaceae",1
"ecosystem","environmental pollution/prevention & control",1
"ecosystem","fertilizers",1
"ecosystem","manure",2
"ecosystem","nitrogen/metabolism",1
"ecosystem","nutrient management",1
"environmental pollution/prevention & control","fertilizers",1
"environmental pollution/prevention & control","manure",1
"environmental pollution/prevention & control","poaceae",1
"environmental pollution/prevention & control","sustainability",1
"fertilizers","nitrogen/metabolism",2
"fertilizers","poaceae",1
"manure","nitrogen/metabolism",1
"manure","poaceae",1
"manure","sustainability",1
"nitrogen/metabolism","poaceae",1
"nitrogen/metabolism","sustainability",1
"nutrient management","poaceae",1
"poaceae","sustainability",1
"aquaculture","conservation of natural resources/methods",1
"aquaculture","development",1
"aquaculture","ecosystem",1
"aquaculture","food supply",1
"conservation of natural resources/methods","development",1
"development","ecosystem",1
"apoptosis","fat",1
"animals","growth performance",3
"growth performance","immunity",2
"growth performance","microbiota",2
"growth performance","nitrogen",1
"growth performance","plant breeding",1
"immunity","microbiota",1
"immunity","nitrogen",1
"immunity","plant breeding",1
"microbiota","nitrogen",1
"microbiota","plant breeding",1
"nitrogen","plant breeding",1
"beef","europe",1
"beef","supply chain",1
"animal distribution","uncertainty",1
"animal welfare","swine",1
"dairy cattle","poultry",1
"dairy cattle","swine",1
"poultry","swine",1
"circular economy","environmental monitoring",1
